months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital_gains,capital_loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,blank_cells,has_umbrella,umbrella_limit_missing,policy_annual_premium_missing,policy_deductible_missing,claim_sum_parts,claim_recon_error,claim_recon_flag,log1p_total_claim_amount,log1p_injury_claim,log1p_property_claim,log1p_vehicle_claim,coverage_proxy,premium_per_coverage,deductible_ratio,agi_simple
342.0,53.0,110408,2005/11/14,IN,100/300,1000,1028.44,0,602304,FEMALE,College,prof-specialty,dancing,not-in-family,0.0,0,2015/01/26,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Springfield,8618 Texas Lane,12,1,?,0,0,NO,80960.0,14720.0,7360.0,58880,Accura,MDX,2000,N,0,0,0,0,0,80960.0,0.0,0,11.301722836223666,9.597030324758013,8.903951072058707,10.983273736954189,300000.0,0.0034281333333333335,0.0033333333333333335,0.0034292760444444444
169.0,38.0,283052,2005/01/07,IL,100/300,1000,1555.94,0,459878,MALE,PhD,craft-repair,skydiving,own-child,23300.0,0,2015/01/25,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Riverwood,3508 Washington St,12,3,NO,1,3,YES,79080.0,6590.0,13180.0,59310,Mercedes,C300,2012,N,0,0,0,0,0,79080.0,0.0,0,11.278227922626956,8.79346036105272,9.486531677712463,10.990550065253778,300000.0,0.005186466666666667,0.0033333333333333335,0.005188195488888889
339.0,49.0,840806,1994/02/14,IN,500/1000,2000,1570.77,0,441142,MALE,JD,adm-clerical,paintball,not-in-family,98800.0,65300,2015/01/18,Vehicle Theft,?,Minor Damage,,SC,Columbus,2193 4th Ridge,13,1,NO,0,3,NO,6820.0,1240.0,620.0,4960,Mercedes,ML350,2009,N,0,0,0,0,0,6820.0,0.0,0,8.82776136765472,7.123672785204607,6.431331081933479,8.509362612301048,1000000.0,0.00157077,0.002,0.001571084154
259.0,42.0,382394,1996/01/23,OH,100/300,2000,1170.53,0,465667,FEMALE,PhD,armed-forces,sleeping,wife,65000.0,49200,2015/01/12,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Northbend,8897 Sky St,17,3,NO,1,2,YES,62590.0,5690.0,11380.0,45520,Nissan,Pathfinder,2006,N,0,0,0,0,0,62590.0,0.0,0,11.044376776784246,8.646641258603124,9.33970057728189,10.725929036924466,300000.0,0.0039017666666666664,0.006666666666666667,0.003904367844444444
65.0,23.0,876699,1999/12/12,OH,250/500,1000,1099.95,0,473109,FEMALE,College,sales,dancing,wife,0.0,71900,2015/01/15,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Arlington,9611 Pine Ridge,14,1,NO,1,0,YES,52400.0,6550.0,6550.0,39300,Accura,MDX,2005,Y,0,0,0,0,0,52400.0,0.0,0,10.866680954096502,8.787372988731876,8.787372988731876,10.579005242826248,500000.0,0.0021999000000000003,0.002,0.0022003399800000004
254.0,46.0,871432,2004/07/15,IL,250/500,2000,1472.43,0,619794,MALE,MD,tech-support,basketball,husband,0.0,90600,2015/01/10,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Arlington,7825 1st Ridge,3,3,?,1,3,YES,63580.0,5780.0,11560.0,46240,Volkswagen,Jetta,2004,N,0,0,0,0,0,63580.0,0.0,0,11.060069962557527,8.662331957082475,9.35539264367532,10.741622129409992,500000.0,0.00294486,0.004,0.002946037944
440.0,55.0,379882,2012/11/07,IL,250/500,500,1275.62,0,602258,FEMALE,Associate,priv-house-serv,reading,other-relative,0.0,56200,2015/01/23,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,3039 Oak Hwy,18,3,YES,2,1,NO,61400.0,6140.0,6140.0,49120,Nissan,Ultima,1995,N,0,0,0,0,0,61400.0,0.0,0,11.02518140064756,8.722742874329398,8.722742874329398,10.802041920919985,500000.0,0.0025512399999999998,0.001,0.002551495124
478.0,63.0,852002,2009/06/29,IL,250/500,1000,1292.3,0,479724,MALE,High School,adm-clerical,paintball,own-child,47600.0,0,2015/02/21,Parked Car,?,Minor Damage,,VA,Northbend,8204 Pine Lane,5,1,YES,1,3,NO,4700.0,940.0,470.0,3290,Dodge,Neon,2007,Y,0,0,0,0,0,4700.0,0.0,0,8.45553053102413,6.846943139585379,6.154858094016418,8.098946748943339,500000.0,0.0025846,0.002,0.00258511692
230.0,44.0,372891,2000/06/26,IN,250/500,2000,1009.37,0,442210,FEMALE,College,prof-specialty,hiking,other-relative,45400.0,39400,2015/02/17,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,9787 Andromedia Ave,19,1,NO,0,2,YES,74140.0,13480.0,13480.0,47180,BMW,X5,2015,N,0,0,0,0,0,74140.0,0.0,0,11.213723964609445,9.509036565691064,9.509036565691064,10.761746548158834,500000.0,0.00201874,0.004,0.002019547496
138.0,30.0,689034,2002/01/09,OH,500/1000,500,1093.07,4000000,463291,FEMALE,PhD,other-service,reading,wife,27700.0,72400,2015/01/06,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,Hillsdale,9633 Rock Hwy,0,1,?,2,2,NO,83160.0,6930.0,13860.0,62370,Volkswagen,Jetta,2011,N,0,1,0,0,0,83160.0,0.0,0,11.328533766911674,8.843759381917984,9.536834420213353,11.040855702741002,1000000.0,0.00109307,0.0005,0.0010931246535000002
239.0,41.0,743092,2013/11/11,OH,250/500,1000,1325.44,7000000,474898,FEMALE,JD,farming-fishing,paintball,other-relative,51400.0,6300,2015/02/18,Parked Car,?,Trivial Damage,Police,NC,Arlington,6303 1st Drive,22,1,?,0,2,YES,10790.0,1660.0,830.0,8300,Mercedes,E400,2013,N,0,1,0,0,0,10790.0,0.0,0,9.286467732363734,7.415175109613295,6.7226297948554485,9.024131268455037,500000.0,0.00265088,0.002,0.002651410176
93.0,31.0,599174,2008/01/14,IL,100/300,2000,1017.18,0,431354,FEMALE,MD,prof-specialty,paintball,husband,0.0,0,2015/02/17,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,2014 Rock Ave,21,3,YES,1,3,NO,48070.0,8740.0,8740.0,30590,Saab,92x,2014,N,0,0,0,0,0,48070.0,0.0,0,10.780434363667258,9.075779878580487,9.075779878580487,10.328461127032336,300000.0,0.0033905999999999997,0.006666666666666667,0.0033928603999999994
37.0,25.0,421092,2003/03/04,OH,100/300,1000,1221.17,0,617460,FEMALE,Masters,protective-serv,golf,not-in-family,49300.0,0,2015/01/24,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Northbrook,8983 Tree St,4,3,YES,0,0,YES,51030.0,5670.0,11340.0,34020,Suburu,Impreza,1996,N,0,0,0,0,0,51030.0,0.0,0,10.840188570181905,8.643120748014027,9.33617975681533,10.434733259991685,300000.0,0.004070566666666667,0.0033333333333333335,0.004071923522222222
254.0,40.0,349658,1994/06/07,IN,100/300,500,1927.87,0,609317,MALE,MD,prof-specialty,yachting,husband,0.0,0,2015/01/21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Arlington,6260 5th Lane,10,1,YES,0,1,?,43280.0,0.0,5410.0,37870,Honda,Civic,1996,Y,0,0,0,0,0,43280.0,0.0,0,10.675469018613882,0.0,8.596189197642735,10.541940926673426,300000.0,0.006426233333333333,0.0016666666666666668,0.006427304372222222
131.0,29.0,811042,2013/07/04,IN,250/500,1000,978.27,0,479821,FEMALE,Associate,sales,paintball,own-child,65700.0,0,2015/02/03,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Hillsdale,2725 Britain Ridge,5,1,?,1,3,NO,76400.0,15280.0,7640.0,53480,Suburu,Forrestor,2003,N,0,0,0,0,0,76400.0,0.0,0,11.243751064074187,9.634365505605258,8.941283763647567,10.887081729619972,500000.0,0.00195654,0.002,0.001956931308
230.0,43.0,505316,2002/06/30,IN,100/300,2000,1221.14,0,473394,MALE,MD,prof-specialty,board-games,wife,48100.0,0,2015/01/07,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Hillsdale,3089 Oak Ridge,13,1,?,0,2,?,75460.0,13720.0,13720.0,48020,Audi,A5,2002,N,0,0,0,0,0,75460.0,0.0,0,11.231371245484562,9.526682784921174,9.526682784921174,10.779393694214807,300000.0,0.004070466666666667,0.006666666666666667,0.004073180311111112
313.0,50.0,116645,2004/06/30,OH,100/300,2000,1255.62,0,603882,MALE,MD,armed-forces,polo,unmarried,0.0,0,2015/02/02,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,Northbrook,6206 3rd Ridge,18,3,YES,2,1,YES,69000.0,13800.0,6900.0,48300,Ford,F150,1995,Y,0,0,0,0,0,69000.0,0.0,0,11.141876276228,9.53249633228804,8.839421607620602,10.785207543360087,300000.0,0.0041854,0.006666666666666667,0.004188190266666666
210.0,38.0,950880,1998/12/19,IN,250/500,500,999.52,0,615229,MALE,JD,tech-support,golf,other-relative,0.0,0,2015/01/13,Vehicle Theft,?,Minor Damage,Police,VA,Springfield,7240 5th Ridge,6,1,?,1,2,NO,8640.0,1440.0,720.0,6480,Accura,TL,2008,N,0,0,0,0,0,8640.0,0.0,0,9.0642735958414,7.273092595999522,6.580639137284949,8.776630098427717,500000.0,0.00199904,0.001,0.001999239904
101.0,29.0,788502,2014/08/31,OH,250/500,500,1380.89,0,620197,MALE,PhD,armed-forces,dancing,own-child,30000.0,53000,2015/02/28,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Arlington,8100 3rd Ave,0,3,?,2,1,?,67210.0,12220.0,12220.0,42770,BMW,X6,1996,N,0,0,0,0,0,67210.0,0.0,0,11.115592203591609,9.410911062438,9.410911062438,10.663615581822071,500000.0,0.00276178,0.001,0.0027620561780000003
153.0,37.0,627486,2005/11/10,IN,500/1000,500,1010.77,0,438215,MALE,High School,transport-moving,basketball,unmarried,52300.0,55600,2015/01/16,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Arlington,3282 4th Lane,5,3,?,0,3,NO,42500.0,4250.0,4250.0,34000,Volkswagen,Jetta,1999,N,0,0,0,0,0,42500.0,0.0,0,10.65728288404746,8.35490952835879,8.35490952835879,10.434145214930489,1000000.0,0.00101077,0.0005,0.0010108205385000002
337.0,53.0,498842,2000/05/04,OH,100/300,500,1205.86,0,444583,MALE,Associate,armed-forces,basketball,wife,0.0,34600,2015/02/01,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Arlington,3227 Maple Ave,8,1,YES,0,1,NO,86400.0,14400.0,7200.0,64800,Accura,RSX,2001,N,0,0,0,0,0,86400.0,0.0,0,11.366754528799245,9.575052927597383,8.881975184248867,11.07907631432006,300000.0,0.004019533333333333,0.0016666666666666668,0.004020203255555555
360.0,51.0,550294,2001/11/26,IL,500/1000,1000,1526.61,0,471866,MALE,Masters,handlers-cleaners,chess,not-in-family,0.0,32900,2015/01/30,Vehicle Theft,?,Minor Damage,Police,SC,Hillsdale,4264 Lincoln Ridge,5,1,YES,2,2,?,4620.0,840.0,840.0,2940,Dodge,RAM,2009,Y,0,0,0,0,0,4620.0,0.0,0,8.438366410870266,6.734591659972948,6.734591659972948,7.9865049385539955,1000000.0,0.0015266099999999999,0.001,0.0015267626609999998
428.0,53.0,328387,2014/05/06,IL,100/300,1000,1496.44,0,616884,FEMALE,High School,tech-support,camping,unmarried,0.0,0,2015/02/16,Parked Car,?,Trivial Damage,Police,NC,Springfield,2215 Best Ave,9,1,YES,2,2,NO,6930.0,630.0,1260.0,5040,Honda,CRV,2013,N,0,0,0,0,0,6930.0,0.0,0,8.843759381917984,6.447305862541213,7.13966033596492,8.525359754082631,300000.0,0.004988133333333334,0.0033333333333333335,0.004989796044444445
204.0,40.0,540152,1991/01/27,IL,100/300,500,1256.2,0,448310,FEMALE,JD,sales,hiking,not-in-family,0.0,0,2015/01/07,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,5363 Weaver Lane,10,3,YES,1,2,YES,41700.0,8340.0,,25020,Saab,95,2013,N,1,0,0,0,0,33360.0,8340.0,1,10.638280388314705,9.028938392241612,,10.12747075124778,300000.0,0.004187333333333334,0.0016666666666666668,0.0041880312222222224
364.0,51.0,385932,1992/04/28,IL,100/300,500,1268.35,0,478902,MALE,Masters,transport-moving,board-games,wife,0.0,0,2015/01/10,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Northbrook,2397 Cherokee Ave,16,1,YES,2,1,NO,77330.0,14060.0,14060.0,49210,Volkswagen,Jetta,2014,Y,0,0,0,0,0,77330.0,0.0,0,11.255850189111348,9.551160286590816,9.551160286590816,10.803872454726504,300000.0,0.0042278333333333334,0.0016666666666666668,0.004228537972222222
185.0,35.0,618682,2000/03/04,IN,500/1000,2000,1421.59,0,442695,MALE,College,other-service,sleeping,own-child,0.0,0,2015/01/31,Vehicle Theft,?,Trivial Damage,Police,WV,Arlington,9794 Embaracadero St,8,1,?,2,3,YES,4950.0,900.0,450.0,3600,Ford,F150,2011,N,0,0,0,0,0,4950.0,0.0,0,8.507344855361422,6.803505257608338,6.111467339502679,8.188966863648876,1000000.0,0.00142159,0.002,0.0014218743179999999
63.0,26.0,550930,1995/10/12,IL,500/1000,500,1500.04,6000000,613826,MALE,PhD,craft-repair,polo,own-child,0.0,36500,2015/02/13,Vehicle Theft,?,Minor Damage,Police,NC,Northbrook,1810 Elm Hwy,5,1,NO,0,2,YES,5160.0,860.0,860.0,3440,Accura,TL,2004,N,0,1,0,0,0,5160.0,0.0,0,8.548885638148727,6.7580945044277305,6.7580945044277305,8.14351740579748,1000000.0,0.00150004,0.0005,0.0015001150020000002
210.0,35.0,998192,2014/04/25,IL,100/300,500,1433.24,0,476203,FEMALE,College,exec-managerial,yachting,not-in-family,0.0,19500,2015/02/22,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Riverwood,9603 Texas Lane,11,3,NO,2,1,?,24570.0,2730.0,2730.0,19110,Saab,95,2006,Y,0,0,0,0,0,24570.0,0.0,0,10.1093221647277,7.912423121473705,7.912423121473705,9.858019364488982,300000.0,0.0047774666666666665,0.0016666666666666668,0.004778262911111111
194.0,38.0,663938,2011/01/26,IN,100/300,2000,1231.25,0,604333,FEMALE,PhD,craft-repair,movies,not-in-family,46500.0,0,2015/01/08,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Arlington,5650 Sky Drive,15,3,?,1,0,?,53680.0,4880.0,9760.0,39040,Toyota,Camry,2011,N,0,0,0,0,0,53680.0,0.0,0,10.89081440038412,8.493105395887147,9.186150133174966,10.572367654953077,300000.0,0.0041041666666666666,0.006666666666666667,0.004106902777777777
294.0,49.0,756870,1996/01/26,IN,500/1000,500,1135.43,0,442604,MALE,Masters,farming-fishing,bungie-jumping,own-child,22700.0,0,2015/02/04,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Columbus,9633 MLK Lane,23,3,YES,1,1,YES,42900.0,3900.0,3900.0,35100,Chevrolet,Malibu,2010,N,0,0,0,0,0,42900.0,0.0,0,10.666650414667744,8.268988209506656,8.268988209506656,10.465984899076616,1000000.0,0.00113543,0.0005,0.0011354867715000002
272.0,41.0,337158,1991/04/08,OH,250/500,2000,945.73,5000000,435663,MALE,MD,protective-serv,chess,wife,38600.0,42800,2015/02/04,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,4981 Flute Hwy,23,1,NO,0,0,NO,84100.0,16820.0,8410.0,58870,Ford,Escape,2009,Y,0,1,0,0,0,84100.0,0.0,0,11.339773736496769,9.730383384791782,9.037295651962438,10.983103888458638,500000.0,0.00189146,0.004,0.0018922165839999998
27.0,27.0,919875,2002/06/29,IN,100/300,2000,1118.76,0,470866,FEMALE,College,adm-clerical,dancing,own-child,0.0,55800,2015/02/26,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbrook,9078 Francis Ridge,23,1,?,1,3,?,61560.0,6840.0,6840.0,47880,Ford,Fusion,2008,N,0,0,0,0,0,61560.0,0.0,0,11.027783832135368,8.830689198760998,8.830689198760998,10.776474045001011,300000.0,0.0037292,0.006666666666666667,0.0037316861333333328
251.0,39.0,315631,1999/04/09,IN,500/1000,2000,1231.98,0,612908,FEMALE,Associate,other-service,hiking,not-in-family,0.0,31700,2015/01/08,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,1381 Francis Ave,10,1,YES,0,0,?,44240.0,5530.0,5530.0,33180,Dodge,RAM,1997,N,0,0,0,0,0,44240.0,0.0,0,10.69740723991905,8.618123909994678,8.618123909994678,10.409732701928007,1000000.0,0.00123198,0.002,0.0012322263959999998
180.0,33.0,113464,2009/04/19,IN,500/1000,2000,1005.47,0,441871,FEMALE,JD,protective-serv,hiking,own-child,58100.0,49000,2015/02/15,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,Columbus,6435 Texas Ave,12,4,?,2,3,YES,57700.0,11540.0,5770.0,40390,Jeep,Grand Cherokee,2002,N,0,0,0,0,0,57700.0,0.0,0,10.96302978336854,9.353661191420406,8.660600654710967,10.606362266854584,1000000.0,0.00100547,0.002,0.0010056710940000001
392.0,50.0,556415,1991/08/22,OH,100/300,2000,1108.97,0,431496,FEMALE,PhD,exec-managerial,exercise,not-in-family,68400.0,66800,2015/01/14,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Springfield,1248 MLK Ridge,4,1,NO,2,2,YES,108030.0,16620.0,16620.0,74790,Saab,92x,2002,N,0,0,0,0,0,108030.0,0.0,0,11.590173501956144,9.71842223507111,9.71842223507111,11.222452835867818,300000.0,0.003696566666666667,0.006666666666666667,0.0036990310444444444
143.0,30.0,250249,1991/11/28,IN,100/300,500,1392.39,5000000,436499,FEMALE,High School,exec-managerial,dancing,unmarried,0.0,65700,2015/01/12,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,3323 1st Lane,16,1,NO,2,0,YES,54300.0,10860.0,5430.0,38010,Toyota,Highlander,2010,N,0,1,0,0,0,54300.0,0.0,0,10.902297921958713,9.292933670280036,8.599878558034845,10.54563087050331,300000.0,0.0046413,0.0016666666666666668,0.0046420735500000004
371.0,54.0,403776,2012/04/27,IN,100/300,2000,1317.97,0,469853,MALE,High School,craft-repair,movies,wife,34700.0,81000,2015/01/18,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Columbus,6971 Best Ridge,18,3,?,1,2,?,32280.0,5380.0,5380.0,21520,Ford,Fusion,2010,Y,0,0,0,0,0,32280.0,0.0,0,10.382234100838373,8.59062950948942,8.59062950948942,9.976784481597583,300000.0,0.004393233333333333,0.006666666666666667,0.004396162155555555
292.0,42.0,396002,2007/03/04,IN,250/500,1000,1588.22,0,605369,MALE,JD,machine-op-inspct,camping,other-relative,0.0,53800,2015/01/15,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,7488 Lincoln Lane,15,3,YES,1,1,NO,84600.0,16920.0,8460.0,59220,Chevrolet,Malibu,2007,N,0,0,0,0,0,84600.0,0.0,0,11.345701365855424,9.736310733068626,9.0432226489245,10.98903148770011,500000.0,0.00317644,0.002,0.003177075288
165.0,35.0,976908,2012/12/31,IL,250/500,500,900.02,6000000,448466,MALE,College,craft-repair,camping,own-child,0.0,49900,2015/02/24,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,9007 Francis Hwy,8,1,NO,1,3,YES,69700.0,6970.0,6970.0,55760,BMW,3 Series,2008,N,0,1,0,0,0,69700.0,0.0,0,11.151969943847991,8.849513965486398,8.849513965486398,10.928829979276465,500000.0,0.00180004,0.001,0.001800220004
158.0,33.0,509489,2013/12/21,OH,100/300,1000,1744.64,3000000,432786,MALE,JD,prof-specialty,movies,unmarried,0.0,0,2015/02/07,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,1491 Francis Ridge,4,3,NO,0,1,NO,36400.0,3640.0,7280.0,25480,Volkswagen,Jetta,1998,N,0,1,0,0,0,36400.0,0.0,0,10.50235152577494,8.200013648175434,8.893023494394711,10.145688355383797,300000.0,0.005815466666666667,0.0033333333333333335,0.005817405155555556
241.0,39.0,485295,2005/04/28,OH,250/500,1000,1260.56,0,473591,FEMALE,JD,adm-clerical,paintball,own-child,0.0,54900,2015/02/22,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,3659 Oak Lane,20,3,NO,0,2,YES,37520.0,4690.0,4690.0,28140,Jeep,Wrangler,2010,N,0,0,0,0,0,37520.0,0.0,0,10.532656055217016,8.453401058328458,8.453401058328458,10.24498286663967,500000.0,0.00252112,0.002,0.002521624224
103.0,33.0,361829,1994/09/17,OH,500/1000,2000,1021.14,0,618418,FEMALE,Masters,other-service,paintball,wife,69500.0,47700,2015/01/19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Northbend,4176 Britain Hwy,1,3,NO,2,3,?,79090.0,14380.0,14380.0,50330,Dodge,RAM,2014,N,0,0,0,0,0,79090.0,0.0,0,11.278354367257023,9.57366316988638,9.57366316988638,10.82637646843851,1000000.0,0.00102114,0.002,0.001021344228
402.0,54.0,603632,2003/08/16,OH,250/500,2000,1285.09,0,444558,MALE,JD,farming-fishing,board-games,not-in-family,48000.0,79600,2015/02/28,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Springfield,5189 Francis Drive,19,1,NO,0,2,YES,67770.0,7530.0,15060.0,45180,Mercedes,ML350,2013,Y,0,0,0,0,0,67770.0,0.0,0,11.123889653812942,8.926783114101351,9.619863900211849,10.71843192346452,500000.0,0.00257018,0.004,0.002571208072
102.0,32.0,783494,2014/09/02,OH,100/300,500,1537.07,3000000,457733,MALE,JD,tech-support,chess,wife,0.0,0,2015/02/04,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,Northbend,6515 Oak Lane,11,1,NO,1,0,NO,47400.0,9480.0,4740.0,33180,Chevrolet,Silverado,2004,Y,0,1,0,0,0,47400.0,0.0,0,10.766398604507042,9.15704507491796,8.464003362902119,10.409732701928007,300000.0,0.005123566666666667,0.0016666666666666668,0.005124420594444444
182.0,40.0,439049,2011/12/12,IN,100/300,1000,1022.42,0,466161,MALE,PhD,other-service,skydiving,husband,50000.0,56900,2015/02/17,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Northbend,7168 Andromedia Ridge,13,1,YES,0,2,?,71100.0,7110.0,14220.0,49770,Audi,A3,2008,N,0,0,0,0,0,71100.0,0.0,0,11.171856680390034,8.869398159883518,9.562475024372697,10.815187764075905,300000.0,0.0034080666666666667,0.0033333333333333335,0.0034092026888888887
282.0,46.0,502634,1991/08/17,OH,100/300,2000,1558.86,0,450800,MALE,MD,other-service,dancing,wife,51100.0,75100,2015/02/17,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,7954 Tree Ridge,2,1,?,2,2,NO,69400.0,13880.0,6940.0,48580,BMW,M5,2012,N,0,0,0,0,0,69400.0,0.0,0,11.147656555612986,9.53827627757511,8.845201135339584,10.79098778694702,300000.0,0.0051962,0.006666666666666667,0.005199664133333333
222.0,39.0,378588,2004/02/29,OH,500/1000,500,1757.87,0,458993,MALE,High School,transport-moving,board-games,not-in-family,71400.0,0,2015/01/17,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Northbrook,1956 Apache St,9,3,YES,2,1,?,55000.0,5000.0,10000.0,40000,Saab,93,1996,Y,0,0,0,0,0,55000.0,0.0,0,10.915106645867503,8.517393171418904,9.210440366976515,10.59665973278358,1000000.0,0.00175787,0.0005,0.0017579578935000002
415.0,52.0,794731,2015/02/22,IN,250/500,1000,973.5,0,468634,MALE,PhD,machine-op-inspct,polo,not-in-family,50400.0,0,2015/02/02,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,9918 Andromedia Drive,15,2,YES,1,3,YES,51090.0,7860.0,7860.0,35370,Toyota,Highlander,2003,N,0,0,0,0,0,51090.0,0.0,0,10.841363635435306,8.969669103793757,8.969669103793757,10.473647554347222,500000.0,0.001947,0.002,0.0019473893999999998
51.0,34.0,641934,2013/12/25,OH,500/1000,500,1430.8,0,461264,MALE,PhD,machine-op-inspct,camping,unmarried,0.0,0,2015/02/12,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,5499 Flute Ridge,23,1,?,2,3,NO,64200.0,6420.0,19260.0,38520,Honda,Civic,2007,Y,0,0,0,0,0,64200.0,0.0,0,11.06977406588073,8.76732914779405,9.865837605084222,10.558958826115072,1000000.0,0.0014307999999999999,0.0005,0.00143087154
255.0,45.0,113516,1990/10/13,IL,500/1000,500,1192.27,0,600184,MALE,High School,sales,base-jumping,own-child,0.0,40200,2015/01/04,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Riverwood,3311 2nd Drive,16,1,NO,2,0,YES,67320.0,12240.0,12240.0,42840,Ford,Fusion,2006,N,0,0,0,0,0,67320.0,0.0,0,11.117227502621036,9.412546252075511,9.412546252075511,10.665250866959653,1000000.0,0.00119227,0.0005,0.0011923296135000002
143.0,31.0,425631,2014/07/05,IL,250/500,500,1163.83,0,604874,MALE,Associate,protective-serv,movies,husband,37700.0,0,2015/02/21,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,Arlington,7609 Rock St,21,4,YES,2,0,?,76120.0,6920.0,13840.0,55360,Audi,A5,1999,N,0,0,0,0,0,76120.0,0.0,0,11.24007945847566,8.842315546841863,9.535390480896702,10.921630653712224,500000.0,0.00232766,0.001,0.0023278927660000002
130.0,28.0,542245,1991/11/25,OH,500/1000,1000,1003.15,0,462377,FEMALE,JD,farming-fishing,movies,other-relative,0.0,38500,2015/01/23,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Hillsdale,4652 Flute Drive,21,2,YES,2,1,NO,85020.0,13080.0,13080.0,58860,Ford,Fusion,2010,N,0,0,0,0,0,85020.0,0.0,0,11.350653563781975,9.478916074688229,9.478916074688229,10.982934011109675,1000000.0,0.00100315,0.001,0.0010032503149999998
242.0,41.0,512894,1990/10/02,OH,250/500,2000,1153.54,6000000,619657,MALE,Masters,protective-serv,polo,unmarried,0.0,57000,2015/02/12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,6853 Sky Hwy,3,3,NO,0,1,?,68090.0,12380.0,12380.0,43330,Toyota,Corolla,2009,N,0,1,0,0,0,68090.0,0.0,0,11.12860032481358,9.423918318420691,9.423918318420691,10.676623593166008,500000.0,0.00230708,0.004,0.0023080028319999997
96.0,27.0,633090,2009/02/17,IL,100/300,1000,1631.1,0,437323,FEMALE,High School,priv-house-serv,exercise,wife,0.0,0,2015/01/23,Parked Car,?,Trivial Damage,Police,WV,Arlington,7780 Flute Lane,4,1,?,1,2,NO,6030.0,670.0,670.0,4690,Nissan,Pathfinder,2007,N,0,0,0,0,0,6030.0,0.0,0,8.704668113450987,6.508769136971682,6.508769136971682,8.453401058328458,300000.0,0.005437,0.0033333333333333335,0.0054388123333333335
180.0,35.0,464234,2005/07/17,IL,500/1000,1000,1252.48,0,432148,MALE,MD,machine-op-inspct,yachting,wife,0.0,55800,2015/02/10,Vehicle Theft,?,Minor Damage,,OH,Springfield,1687 3rd Lane,17,1,?,1,3,NO,5100.0,1020.0,510.0,3570,Chevrolet,Malibu,2000,N,0,0,0,0,0,5100.0,0.0,0,8.537191877922927,6.928537818164665,6.236369590203704,8.18060094759445,1000000.0,0.00125248,0.001,0.001252605248
